time,x,y
0,-0.223789425993945,-0.0358256338516576
0.001001001001001,-0.222704897813996,-0.0349070695242568
0.002002002002002,-0.221376969154732,-0.0338098071828967
0.003003003003003,-0.219779449868245,-0.0325148658208421
0.004004004004004,-0.217895147601599,-0.0309598158035103
0.005005005005005,-0.215744714103789,-0.0290577552355079
0.00600600600600601,-0.213358412663559,-0.0267635075684929
0.00700700700700701,-0.210767849925748,-0.0240660309149433
0.00800800800800801,-0.208018315719768,-0.020950309939113
0.00900900900900901,-0.205174419848006,-0.0174107499916537
0.01001001001001,-0.202311063164209,-0.0134294615116965
0.011011011011011,-0.199469406522027,-0.00898915759114845
0.012012012012012,-0.196670477721215,-0.00412830004306798
0.013013013013013,-0.193947431469858,0.00106490920610984
0.014014014014014,-0.191325779646463,0.00651173596639314
0.015015015015015,-0.188841319522275,0.0121579495177854
0.016016016016016,-0.186508291834834,0.0179366559323234
0.017017017017017,-0.184313665038554,0.023777398358352
0.018018018018018,-0.182209093587323,0.0296219831236181
0.019019019019019,-0.180166523403499,0.0353998316920588
0.02002002002002,-0.178185225242226,0.0410450018579589
0.021021021021021,-0.176275004120338,0.0464791688906334
0.022022022022022,-0.174444423754765,0.0516163024189768
0.023023023023023,-0.172734620817566,0.056389849260655
0.024024024024024,-0.171193898587774,0.0607554823064643
0.025025025025025,-0.169868889664751,0.0646902586038153
0.026026026026026,-0.168813405188617,0.06824512898571
0.027027027027027,-0.168072895468424,0.071473217041412
0.028028028028028,-0.16770405738163,0.0744464267099327
0.029029029029029,-0.167745507347322,0.0772374195684894
0.03003003003003,-0.168199176917651,0.0798771730367012
0.031031031031031,-0.169074958932464,0.082387300899391
0.032032032032032,-0.170405815524346,0.0847848889180592
0.033033033033033,-0.1722239054917,0.0870586136538015
0.034034034034034,-0.174535628584113,0.0891700345840293
0.035035035035035,-0.177308876263338,0.091112616930081
0.036036036036036,-0.180472609577096,0.0928563456685237
0.037037037037037,-0.183962014893196,0.0944003995365912
0.038038038038038,-0.187715919556091,0.0957894613900836
0.039039039039039,-0.19169511821136,0.097069695951362
0.04004004004004,-0.195867004906896,0.0982689925141702
0.041041041041041,-0.200208059239443,0.0994214377218331
0.042042042042042,-0.204705728626044,0.100578237148942
0.043043043043043,-0.209333733756963,0.101767581046429
0.044044044044044,-0.214067770394141,0.102994585733132
0.045045045045045,-0.218874114561984,0.104269953458918
0.046046046046046,-0.223720956757122,0.10559808330156
0.047047047047047,-0.228556001774296,0.106968080940265
0.048048048048048,-0.233329629341099,0.108393751917589
0.049049049049049,-0.238009873884831,0.109901136913704
0.05005005005005,-0.242582446777913,0.111530421045193
