time,x,y
0,0.465073313161824,-3.21201753420983
0.0050251256281407,0.375768977574377,-3.20279733062864
0.0100502512562814,0.35254606475391,-3.16846815040087
0.0150753768844221,0.293510756510012,-3.28645551720758
0.0201005025125628,0.539141819134051,-3.47871143137931
0.0251256281407035,0.523103890982445,-3.64237590678787
0.0301507537688442,0.862014454660049,-3.41152625933487
0.0351758793969849,1.13458354060021,-3.48180103503021
0.0402010050251256,1.21427648340737,-3.34808192364855
0.0452261306532663,1.00814671227921,-3.54323778791583
0.050251256281407,0.87552264755381,-3.22035849742747
0.0552763819095477,0.389672750744673,-3.0529666693904
0.0603015075376884,0.61516861078585,-2.6578252419084
0.0653266331658292,0.423574868962825,-2.28122581753308
0.0703517587939698,0.42327751036028,-2.25630582511935
0.0753768844221106,0.254171277964749,-2.04492869926556
0.0804020100502513,0.102558845077514,-2.03541787065202
0.085427135678392,0.267873606752532,-1.90670055277774
0.0904522613065327,-0.0258038421042046,-1.9556346436143
0.0954773869346734,-0.160424853555915,-2.00360939046271
0.100502512562814,-0.333310351311855,-2.14962782874977
0.105527638190955,-0.587812968796341,-2.40608116170227
0.110552763819095,-0.553278285894211,-2.66451396718141
0.115577889447236,-0.809377085970457,-2.84943923532443
0.120603015075377,-0.576347259288403,-3.21851191236528
0.125628140703518,-1.15816600914664,-3.70556641416629
0.130653266331658,-1.24149399765115,-3.49910720363588
0.135678391959799,-1.33081995533103,-3.55286726911786
0.14070351758794,-1.52819081624564,-3.90818192689803
0.14572864321608,-1.58604801677279,-4.06361886151156
0.150753768844221,-1.37840198447023,-4.03101425429257
0.155778894472362,-1.05700397755541,-4.43170668198246
0.160804020100503,-0.829042901080959,-4.78528403618201
0.165829145728643,-0.639406651850831,-5.15361923150848
0.170854271356784,-0.152551557120273,-5.31008063334538
0.175879396984925,-0.436869698757302,-5.7651333664733
0.180904522613065,-0.277036590747727,-5.86018354944882
0.185929648241206,-0.467258558110738,-5.92926544566102
0.190954773869347,-0.546765523409112,-5.93615174787295
0.195979899497487,-0.743610853634547,-5.81528105051289
0.201005025125628,-0.798211441973332,-6.02849044408649
0.206030150753769,-0.96731073944053,-5.96343435107552
0.21105527638191,-1.11276162412259,-6.11106883423145
0.21608040201005,-1.05287500222054,-6.06280309934911
0.221105527638191,-1.03161645981905,-5.94364768402786
0.226130653266332,-0.653254547378385,-5.67348885293738
0.231155778894472,-0.880439012576543,-5.73461984107729
0.236180904522613,-0.849433300943995,-5.52975740210333
0.241206030150754,-0.794947015476481,-5.01300447006456
0.246231155778894,-1.11419963845421,-4.87584353749261
0.251256281407035,-0.674867546603387,-4.60636977211106
0.256281407035176,-0.807454474310088,-4.1194588556463
0.261306532663317,-0.62553066742365,-3.80460536229964
0.266331658291457,-0.0191916977555736,-3.18979729073787
0.271356783919598,0.204734061674443,-2.77420885500889
0.276381909547739,0.560402665102253,-2.40162953707561
0.281407035175879,0.860010184945167,-2.09492918881241
0.28643216080402,0.96079303092534,-1.67627005053001
0.291457286432161,0.867102185562951,-1.15023658018421
0.296482412060302,0.903454120312459,-1.02618847905622
0.301507537688442,0.875071083937185,-0.529680843029173
0.306532663316583,0.608737779799846,-0.749341964882339
0.311557788944724,0.385907033993361,-0.478379459476179
0.316582914572864,0.187509352484447,-0.238774954836054
0.321608040201005,0.408119321652416,-0.147486958485538
0.326633165829146,-0.00855420948022168,0.070265109831363
0.331658291457286,0.400373318504253,0.263346739677672
0.336683417085427,-0.105227696612179,0.440305665059305
0.341708542713568,0.266574959964391,0.743106112541028
0.346733668341709,0.281119956377615,0.938056036907443
0.351758793969849,0.369593238983553,1.42695720955438
0.35678391959799,0.375000762656884,1.86462047541941
0.361809045226131,0.427854172893979,2.09039259537133
0.366834170854271,0.887544474171124,2.58549960719217
0.371859296482412,0.506126997910117,3.02425768925796
0.376884422110553,0.244887330248296,3.52077845514558
0.381909547738693,0.278429910761017,3.92608307646856
0.386934673366834,0.334652558851173,4.46989007320963
0.391959798994975,-0.00902211934238696,4.75929099626649
0.396984924623116,-0.0327139742206823,5.25522689787515
0.402010050251256,-0.0472587933945419,5.37061437402712
0.407035175879397,-0.532761913119923,5.86765581420985
0.412060301507538,-0.726000443659319,5.84380754499121
0.417085427135678,-1.21259964766869,5.78141037394305
0.422110552763819,-1.25732251454171,5.76254056580279
0.42713567839196,-1.65228645529531,5.72480727611464
0.4321608040201,-1.94977593520824,5.60926459496046
0.437185929648241,-2.06186013822743,5.73441481450148
0.442211055276382,-2.26945755922009,5.65199325009912
0.447236180904523,-2.44008344800298,5.90169207845512
0.452261306532663,-2.62684256333304,6.27440870856422
0.457286432160804,-2.63581103080288,6.66481690056901
0.462311557788945,-2.78740637133751,6.78721578097414
0.467336683417085,-3.19286746132729,7.28268215094617
0.472361809045226,-3.21911478594973,7.28100879878988
0.477386934673367,-3.57743588756443,7.37935698587746
0.482412060301508,-4.00634688855238,7.20725706235628
0.487437185929648,-4.22227591487807,7.20292888885827
0.492462311557789,-4.56985283132999,6.9390379205515
0.49748743718593,-4.85965371686365,7.05635849221021
0.50251256281407,-4.55899375249518,6.99538287439431
0.507537688442211,-4.86256551000041,6.54948376371118
0.512562814070352,-5.10070449435885,6.80616169201165
0.517587939698492,-4.95542632193636,6.71529677812418
0.522613065326633,-5.43877009136497,6.90053454937671
0.527638190954774,-5.60342042709454,6.74678018790403
0.532663316582915,-6.16511564612296,6.81315700719807
0.537688442211055,-6.0998394944325,7.1366534193461
0.542713567839196,-6.07823610954015,7.27204626471596
0.547738693467337,-6.30675221649175,7.48013453244669
0.552763819095477,-6.42550774162586,7.65280973118897
0.557788944723618,-6.58470948386062,7.60657164851293
0.562814070351759,-6.82638501794774,7.89607131044925
0.5678391959799,-7.07026219467181,7.76303884623524
0.57286432160804,-7.22356600645664,7.90875554344698
0.577889447236181,-7.5376086333878,8.00179423648854
0.582914572864322,-7.98421140388081,7.70036519575725
0.587939698492462,-8.40145574137973,7.89936794862791
0.592964824120603,-8.55323084835258,7.46085465848775
0.597989949748744,-8.7772157230518,7.54105473107894
0.603015075376884,-8.95587190763865,7.44910889360795
0.608040201005025,-9.04705383064183,7.40194489795238
0.613065326633166,-9.08017128416311,7.34290333758736
0.618090452261307,-8.67817318799101,7.03541784542866
0.623115577889447,-8.7231835434154,6.77563857056289
0.628140703517588,-8.30356507988667,6.25766965343093
0.633165829145729,-8.05714301408524,6.14416954332256
0.638190954773869,-7.6757931195345,6.09023024415299
0.64321608040201,-7.36729876704823,5.96872259117719
0.648241206030151,-6.88787062645377,5.66129104888529
0.653266331658292,-6.54031414046093,5.6647177373318
0.658291457286432,-6.22663864572397,5.64327642869414
0.663316582914573,-6.02569009212395,6.02113385682016
0.668341708542714,-5.78455988992436,6.22899708782825
0.673366834170854,-5.92780252988829,6.57702941814654
0.678391959798995,-5.59118708722546,6.74035447441411
